VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
5,1,2,2,8,2,8,1,9,31,50,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11306
5,1,1,2,4,1,8,1,3,31,50,9,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11530
5,3,1,1,9,2,8,1,12,31,50,2,2,1,2,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,570,11406
1,1,2,2,6,1,8,1,3,31,50,1,2,2,1,99,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,568,11565
4,1,1,2,5,3,8,1,6,31,50,1,1,1,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11389
2,1,1,1,4,3,8,1,3,31,50,4,2,2,2,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,571,11439
4,1,1,2,3,1,8,1,11,31,50,4,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11525
2,1,1,2,9,1,8,1,3,31,50,1,3,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11364
2,1,1,1,2,1,8,1,10,31,50,2,4,2,2,4,2,1,0,1,1,1,1,0,0,1,1,0,0,0,1,4,571,11571
2,1,1,2,3,1,8,1,11,31,50,4,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11526
1,1,1,1,4,1,8,1,12,31,50,2,2,2,1,99,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,4,571,11493
5,1,1,1,2,1,8,1,11,31,50,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11310
2,1,1,1,5,2,8,1,12,31,50,2,1,1,1,99,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3,570,11349
5,1,1,1,2,3,8,1,9,31,50,4,1,2,2,3,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,4,571,11546
1,1,1,1,9,1,8,1,12,31,50,3,3,1,2,3,2,3,0,1,1,0,1,0,1,1,1,0,0,0,1,3,570,11457
4,1,2,2,11,3,8,1,3,31,50,2,1,1,1,99,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11423
4,1,1,1,10,2,8,1,11,31,50,2,3,1,2,9,2,3,1,0,1,0,0,1,0,1,0,0,0,0,1,3,570,11408
4,1,1,1,8,5,8,1,1,31,50,9,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11531
1,1,1,2,4,2,8,1,10,31,50,1,2,2,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11575
1,1,3,3,3,3,8,1,12,31,50,2,4,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11683
1,1,1,1,4,1,8,1,4,31,50,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11482
1,1,2,3,3,3,8,1,8,31,50,2,4,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,579,11683
1,1,4,4,3,1,8,1,1,31,50,3,2,9,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11523
4,1,1,2,7,1,8,1,3,31,50,2,2,9,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11361
1,1,1,2,2,2,8,1,7,31,50,1,4,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11367
1,1,3,4,3,1,8,1,3,31,50,2,2,9,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11523
1,1,1,1,4,1,8,1,2,31,50,2,2,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11494
1,1,1,1,8,2,8,1,3,31,50,3,4,9,2,5,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,4,571,11465
2,1,2,2,3,1,8,1,1,31,50,4,2,9,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11467
19,1,2,2,8,1,8,1,1,31,50,1,5,9,1,99,2,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,60,1362
3,1,3,3,3,1,8,1,8,31,50,4,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
5,1,2,2,8,3,8,1,12,31,50,3,2,9,2,3,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3,570,11408
2,1,1,1,7,3,8,1,5,31,50,1,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
2,1,1,1,2,1,8,1,1,31,50,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11310
2,1,1,2,7,1,8,1,11,31,50,1,3,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11459
4,1,1,1,3,2,8,1,9,31,50,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11577
5,1,1,1,4,1,8,1,6,31,50,4,2,1,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,569,11366
4,1,1,2,6,8,8,1,7,31,50,2,3,2,2,7,2,4,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11387
2,1,2,2,3,1,8,1,3,31,50,4,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11526
1,1,1,1,6,1,8,1,12,31,50,4,8,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11500
2,1,2,2,7,1,8,1,5,31,50,2,3,9,2,4,2,5,1,1,1,1,0,1,0,0,1,0,0,0,1,3,570,11459
4,1,3,4,3,3,8,1,4,31,50,3,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11423
4,1,1,1,6,2,8,1,11,31,50,1,5,2,2,6,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11467
5,1,1,1,10,2,8,1,10,31,50,3,2,1,1,99,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,569,11500
9,1,1,2,4,4,8,1,4,31,50,3,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,60,1362
5,1,1,2,8,3,8,1,11,31,50,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11408
3,1,1,1,7,1,8,1,8,31,50,2,5,9,2,7,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,568,11570
2,1,1,1,13,1,8,1,10,31,50,3,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11525
5,1,1,1,7,1,8,1,5,31,50,1,9,9,2,9,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,4,571,11495
4,1,1,1,2,3,8,1,4,31,50,3,8,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11493
4,1,2,2,2,2,8,1,8,31,50,4,1,2,2,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,570,11309
1,1,1,1,4,1,8,1,7,31,50,2,2,1,2,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,2,569,11537
5,1,1,1,9,2,8,1,10,31,50,1,2,1,2,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,4,571,11410
5,1,1,1,3,2,8,1,11,31,50,2,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11459
4,1,3,3,9,2,8,1,6,31,50,2,2,1,2,99,2,3,1,1,0,0,0,0,0,1,1,0,0,0,1,4,571,11516
2,1,1,1,8,3,8,1,8,31,50,2,2,9,2,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,569,11307
3,1,1,1,3,2,8,1,1,31,50,4,2,9,2,3,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,4,571,11577
3,1,1,1,13,2,8,1,12,31,50,3,6,1,2,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,569,11500
1,1,1,1,11,1,8,1,7,31,50,3,1,1,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,569,11500
3,2,1,2,8,2,8,1,3,31,50,1,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
2,1,1,1,5,1,8,1,2,31,50,2,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11410
3,1,2,2,4,2,8,1,10,31,50,4,2,1,2,6,2,3,0,1,1,1,0,0,0,1,1,0,0,0,1,2,569,11537
2,1,1,1,6,1,8,1,3,31,50,1,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11458
3,1,1,1,9,2,8,1,10,31,50,2,2,1,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11303
1,1,1,1,1,1,8,1,11,31,50,3,3,2,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11457
3,1,1,1,9,2,8,1,10,31,50,1,5,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11498
1,1,1,1,4,1,8,1,12,31,50,3,2,2,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,4,571,11572
1,1,2,2,2,1,8,1,11,31,50,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11411
4,1,1,3,9,2,8,1,12,31,50,2,2,1,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11516
5,1,1,1,7,2,8,1,3,31,50,2,5,9,2,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,573,11607
2,1,1,3,10,3,8,1,5,31,50,2,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,576,11673
3,1,1,3,3,1,8,1,8,31,50,4,1,9,2,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
5,1,1,1,3,3,8,1,8,31,50,4,2,9,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11573
3,1,2,3,3,1,8,1,99,31,50,4,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
2,1,1,1,15,3,8,1,2,31,50,2,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
4,1,1,2,4,1,8,1,10,31,50,4,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,392,8236
1,1,2,2,6,1,8,1,9,31,50,4,2,1,2,7,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4,571,11502
16,1,1,4,9,1,8,1,2,31,50,1,3,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11656
4,1,2,4,3,3,8,1,9,31,50,3,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11423
3,1,1,1,6,1,8,1,4,31,50,4,2,1,2,7,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,569,11521
3,1,1,3,3,2,8,1,7,31,50,1,2,9,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11404
2,1,1,1,8,1,8,1,4,31,50,2,4,9,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,571,11410
3,1,2,2,5,1,8,1,9,31,50,2,1,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,569,11307
5,1,1,1,9,3,8,1,2,31,50,2,2,2,2,7,2,5,1,1,1,0,0,0,0,0,0,0,0,0,1,3,570,11386
5,1,1,1,6,3,8,1,11,31,50,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11386
5,1,1,1,9,2,8,1,7,31,50,1,2,1,2,7,2,3,0,0,0,0,0,0,0,1,1,0,0,0,1,3,570,11320
2,1,1,1,4,2,8,1,9,31,50,1,2,1,2,9,1,3,1,1,1,1,1,1,1,0,1,0,0,0,1,4,571,11546
5,1,2,2,2,2,8,1,10,31,50,3,4,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,568,11570
3,1,1,1,4,1,8,1,3,31,50,3,2,2,2,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11546
5,1,1,1,1,3,8,1,4,31,50,3,3,2,2,6,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11455
1,1,2,3,3,1,8,1,8,31,50,4,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11482
5,1,1,2,2,2,8,1,10,31,50,3,4,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,568,11570
4,1,2,2,3,1,8,1,5,31,50,4,1,9,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,569,11525
3,1,1,2,4,2,8,1,7,31,50,4,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11537
5,1,2,2,4,1,8,1,8,31,50,1,2,2,2,9,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,4,571,11530
5,1,1,2,8,2,8,1,11,31,50,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11306
4,1,1,4,3,3,8,1,11,31,50,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11423
4,1,1,1,7,1,8,1,9,31,50,1,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11443
1,1,1,1,3,3,8,1,10,31,50,4,2,9,2,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,4,571,11518
1,1,1,1,10,2,8,1,1,31,50,3,8,1,2,9,1,3,0,0,0,1,0,1,0,0,1,0,0,0,1,3,570,11387
3,1,2,2,3,1,8,1,7,31,50,4,1,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11372
4,1,2,2,6,8,8,1,5,31,50,4,2,2,2,3,2,3,1,0,1,0,0,0,0,1,1,0,0,0,1,3,570,11387
4,1,3,3,9,2,8,1,9,31,50,2,2,1,2,9,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,3,570,11301
4,1,1,1,9,1,8,1,3,31,50,2,3,1,2,6,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,3,570,11454
1,1,1,1,3,1,8,1,6,31,50,3,2,9,2,5,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,569,11307
1,1,2,4,3,1,8,1,10,31,50,4,2,9,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11523
5,1,1,1,10,2,8,1,7,31,50,2,1,1,2,3,2,3,1,1,1,1,0,0,1,1,1,0,0,0,1,2,569,11302
5,1,1,1,3,1,8,1,4,31,50,4,1,9,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,570,11454
1,1,1,2,3,1,8,1,10,31,50,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11537
5,1,1,2,10,2,8,1,5,31,50,1,1,1,2,9,2,4,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11306
1,1,1,2,2,1,8,1,11,31,50,3,1,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
1,1,2,2,4,2,8,1,3,31,50,1,2,2,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11575
3,1,1,1,2,2,8,1,4,31,50,4,4,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11409
4,1,1,1,13,2,8,1,11,31,50,3,1,1,2,5,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11574
5,1,1,1,2,3,8,1,11,31,50,3,3,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11455
1,1,1,4,3,1,8,1,12,31,50,4,2,9,2,8,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11523
2,1,2,2,3,4,8,1,6,31,50,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11573
4,1,1,2,3,1,8,1,5,31,50,2,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11544
3,1,1,1,3,4,8,1,7,31,50,2,4,9,2,3,2,5,1,1,1,1,0,0,0,1,1,0,0,0,1,4,571,11544
2,1,1,1,6,4,8,1,2,31,50,1,4,2,2,7,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11573
3,1,2,2,4,1,8,1,10,31,50,9,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,570,11304
5,1,1,1,6,2,8,1,6,31,50,2,5,2,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,569,11525
5,1,1,1,2,3,8,1,2,31,50,4,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11573
5,1,1,1,4,1,8,1,12,31,50,1,2,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11454
5,2,1,1,4,3,8,1,4,31,50,3,2,2,2,4,2,3,0,0,0,0,0,0,0,1,1,0,0,0,1,3,570,11406
1,1,1,2,6,3,8,1,10,31,50,4,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11320
2,1,1,1,5,4,8,1,9,31,50,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11293
5,1,1,1,7,3,8,1,9,31,50,3,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11408
2,1,1,1,8,2,8,1,5,31,50,2,2,9,2,7,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,569,11562
1,1,1,1,7,1,8,1,6,31,50,3,4,9,2,7,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2,569,11517
2,1,3,3,3,1,8,1,99,31,50,3,5,9,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,571,11544
3,1,1,1,10,2,8,1,11,31,50,1,1,1,2,1,2,3,1,0,1,1,0,0,0,0,1,0,0,0,1,3,570,11387
1,1,2,2,4,1,8,1,8,31,50,2,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11523
3,1,1,1,2,1,8,1,11,31,50,1,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11546
2,1,1,1,9,1,8,1,2,31,50,2,3,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11302
2,1,1,2,2,1,8,1,10,31,50,4,2,2,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11319
1,1,2,2,4,3,8,1,3,31,50,2,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,569,11317
19,1,1,2,8,1,8,1,9,31,50,1,5,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,60,1362
1,1,1,1,9,2,8,1,11,31,50,2,2,1,2,9,1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,4,571,11575
5,1,2,2,10,2,8,1,2,31,50,3,2,1,2,9,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,569,11306
4,1,1,1,3,4,8,1,11,31,50,3,2,9,2,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,570,11320
3,1,1,1,2,1,8,1,2,31,50,4,2,1,2,4,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,569,11423
3,1,1,1,5,2,8,1,10,31,50,1,5,1,2,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,3,570,11408
4,1,2,2,3,1,8,1,12,31,50,2,4,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11544
2,1,2,3,3,1,8,1,99,31,50,3,5,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11544
2,1,1,3,3,1,8,1,99,31,50,3,5,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11544
3,1,1,2,5,4,8,1,1,31,50,4,5,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11388
5,1,1,1,5,2,8,1,11,31,50,1,1,1,2,7,2,3,0,1,1,0,0,0,0,0,1,0,0,0,1,3,570,11387
9,1,1,1,8,2,8,1,12,31,50,1,3,9,2,4,2,1,1,1,1,1,0,0,1,1,1,0,0,0,2,2,580,11661
1,1,2,2,2,1,8,1,7,31,50,4,2,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11307
2,1,1,2,3,1,8,1,5,31,50,4,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11467
5,1,1,1,3,3,8,1,11,31,50,4,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11386
3,1,1,1,14,2,8,1,12,31,50,3,1,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11500
4,1,1,1,4,2,8,1,11,31,50,9,2,2,2,7,2,1,1,0,1,1,0,1,1,1,1,0,0,0,1,2,569,11517
4,1,1,1,6,2,8,1,5,31,50,4,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,571,11518
2,1,1,1,2,3,8,1,6,31,50,2,4,2,2,4,2,1,1,1,1,1,1,0,1,1,1,0,0,0,2,2,582,11699
3,1,2,2,9,2,8,1,9,31,50,1,2,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,3,570,11320
2,1,1,1,6,1,8,1,4,31,50,3,4,2,2,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,569,11517
3,2,3,3,2,2,8,1,11,31,50,2,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
2,1,1,2,2,2,8,1,11,31,50,3,2,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11423
3,2,2,3,2,2,8,1,4,31,50,3,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
3,1,1,1,5,2,8,1,6,31,50,4,1,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
3,1,1,1,5,2,8,1,6,31,50,4,1,1,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11302
2,1,1,1,9,2,8,1,99,31,50,1,2,1,2,9,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,3,570,11309
3,2,1,3,2,2,8,1,2,31,50,3,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
3,1,1,1,6,1,8,1,3,31,50,2,1,2,1,99,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,570,11386
3,2,1,2,3,2,8,1,6,31,50,3,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
3,2,2,2,8,2,8,1,12,31,50,1,1,9,2,6,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,3,570,11453
2,1,1,2,6,2,8,1,8,31,50,1,2,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,571,11572
4,1,1,1,4,2,8,1,5,31,50,3,2,2,2,7,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,570,11386
2,1,1,1,2,4,8,1,5,31,50,2,4,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11573
2,1,1,2,3,4,8,1,1,31,50,2,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11573
2,1,1,1,3,1,8,1,1,31,50,3,1,9,2,7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,3,570,11319
5,1,1,1,3,2,8,1,11,31,50,1,2,9,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,568,11570
1,1,1,1,2,2,8,1,2,31,50,3,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11387
1,1,1,2,9,2,8,1,11,31,50,2,2,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,569,11423
7,1,1,1,9,1,8,1,10,31,50,2,1,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,578,11649
1,1,1,1,4,2,8,1,99,31,50,1,2,1,2,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,570,11305
1,1,1,1,2,1,8,1,7,31,50,4,1,2,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,569,11573
3,2,2,2,3,2,8,1,8,31,50,3,2,9,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
2,1,2,2,2,2,8,1,6,31,50,3,2,1,2,5,2,1,1,1,0,1,0,1,0,1,1,0,0,0,1,2,569,11423
3,1,1,1,4,2,8,1,11,31,50,4,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,570,11453
2,1,1,1,6,1,8,1,10,31,50,2,1,2,1,99,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,570,11450
1,1,2,2,9,2,8,1,12,31,50,2,2,1,2,3,2,5,1,0,1,0,0,1,1,0,1,0,0,0,1,2,569,11423
1,1,2,2,6,3,8,1,7,31,50,4,2,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,570,11320
3,1,1,1,6,2,8,1,10,31,50,3,1,1,2,6,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,570,11453
5,1,1,1,9,2,8,1,10,31,50,1,2,1,2,8,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,3,570,11451
2,1,1,1,2,2,8,1,11,31,50,3,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,51,1171
3,1,1,1,9,1,8,1,4,31,50,1,1,1,2,7,2,1,0,0,0,1,0,1,0,1,1,0,0,0,1,2,569,11306
4,1,1,1,6,2,8,1,11,31,50,4,1,1,2,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,570,11450
7,1,1,1,2,1,99,1,3,31,52,2,4,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,582,11689
2,1,1,2,8,1,99,1,10,31,52,1,4,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11714
2,1,2,2,8,1,99,1,6,31,52,2,5,9,2,7,2,1,0,0,1,0,0,0,0,1,1,0,0,0,3,1,583,11714
4,1,1,2,4,4,99,1,12,31,52,2,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,583,11714
4,1,2,2,4,4,99,1,10,31,52,2,2,2,2,9,2,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,583,11714
20,1,1,1,10,2,99,1,6,31,52,1,2,2,2,3,2,5,0,1,0,1,0,0,0,1,0,0,0,0,2,2,578,11613
4,1,1,1,10,2,99,1,3,31,52,2,8,1,2,7,2,3,0,0,1,1,0,0,0,0,0,0,0,0,2,2,578,11613
10,1,1,1,5,2,99,1,3,31,52,3,1,1,2,9,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11613
10,1,1,2,6,2,99,1,12,31,52,3,1,2,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,578,11613
